session_id,prompt_id,prompt_index,timestamp,project,cwd,git_branch,mode,entrypoint,version,model,char_count,assistant_turns,tool_calls,final_stop_reason,prompt_preview
demo-009-89415ed4,demo-009-89415ed4:p003,3,2026-02-28T09:39:51.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,vscode,2.1.85,claude-sonnet-4-6,1510,5,6,end_turn,Design the data model for the new billing module
demo-009-89415ed4,demo-009-89415ed4:p004,4,2026-02-28T10:03:51.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,plan,vscode,2.1.85,claude-fable-5,1136,2,4,end_turn,What's the difference between cache_read and cache_write billing?
demo-009-89415ed4,demo-009-89415ed4:p005,5,2026-02-28T10:21:51.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,plan,cli,2.2.0,claude-sonnet-4-6,573,2,6,end_turn,What's the difference between cache_read and cache_write billing?
demo-009-89415ed4,demo-009-89415ed4:p006,6,2026-02-28T10:39:51.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.1.90,claude-haiku-4-5,2631,2,11,tool_use,Raise the coverage of filters.py above 90%
demo-009-89415ed4,demo-009-89415ed4:p007,7,2026-02-28T10:54:51.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,plan,cli,2.2.0,claude-opus-4-8,618,5,4,end_turn,Deploy to staging and run the smoke script
demo-009-89415ed4,demo-009-89415ed4:p008,8,2026-02-28T11:10:51.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.2.0,claude-sonnet-4-6,690,1,2,end_turn,continue with option 2
demo-010-a9987b64,demo-010-a9987b64:p001,1,2026-03-13T01:02:30.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.1.85,claude-fable-5,1514,5,6,end_turn,Add unit tests for the quota parser edge cases
demo-010-a9987b64,demo-010-a9987b64:p002,2,2026-03-13T01:37:30.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,cli,2.2.0,claude-sonnet-4-6,127,4,2,tool_use,Write docstrings for the public analytics helpers
demo-010-a9987b64,demo-010-a9987b64:p003,3,2026-03-13T01:54:30.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.1.85,claude-haiku-4-5,35,1,0,end_turn,oui vas y
demo-010-a9987b64,demo-010-a9987b64:p004,4,2026-03-13T02:32:30.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.2.0,claude-haiku-4-5,1241,3,4,end_turn,anglais
demo-010-a9987b64,demo-010-a9987b64:p005,5,2026-03-13T02:35:30.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,vscode,2.1.90,claude-sonnet-4-6,1927,2,3,tool_use,What's the difference between cache_read and cache_write billing?
demo-010-a9987b64,demo-010-a9987b64:p006,6,2026-03-13T02:45:30.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.2.0,claude-fable-5,4650,2,9,end_turn,Tests fail on Windows only — investigate the path handling
demo-010-a9987b64,demo-010-a9987b64:p007,7,2026-03-13T03:11:30.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.2.0,claude-sonnet-4-6,2420,1,8,end_turn,Commit the changes and push the branch
demo-010-a9987b64,demo-010-a9987b64:p008,8,2026-03-13T03:18:30.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,cli,2.1.85,claude-haiku-4-5,434,1,2,end_turn,Raise the coverage of filters.py above 90%
demo-010-a9987b64,demo-010-a9987b64:p009,9,2026-03-13T03:32:30.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.1.90,claude-haiku-4-5,3837,3,15,end_turn,Wire the new settings page into the router
demo-010-a9987b64,demo-010-a9987b64:p010,10,2026-03-13T03:42:30.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,vscode,2.1.85,claude-sonnet-4-6,4688,7,3,end_turn,Review the diff before I open the PR
demo-011-c50e7639,demo-011-c50e7639:p001,1,2026-05-24T11:54:53.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,plan,vscode,2.1.85,claude-sonnet-4-6,1464,3,5,end_turn,How should we structure the multi-tenant migration?
demo-011-c50e7639,demo-011-c50e7639:p002,2,2026-05-24T12:07:53.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,cli,2.1.90,claude-opus-4-8,1101,2,3,tool_use,Vérifie que les totaux collent avec la facture
demo-011-c50e7639,demo-011-c50e7639:p003,3,2026-05-24T12:47:53.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,cli,2.1.85,claude-sonnet-4-6,1195,3,3,tool_use,What's the difference between cache_read and cache_write billing?
demo-011-c50e7639,demo-011-c50e7639:p004,4,2026-05-24T12:58:53.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,vscode,2.1.85,claude-sonnet-4-6,369,4,7,end_turn,"Here are my notes from the standup, keep them in mind"
demo-011-c50e7639,demo-011-c50e7639:p005,5,2026-05-24T13:07:53.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,cli,2.1.85,claude-haiku-4-5,675,1,10,end_turn,How should we structure the multi-tenant migration?
demo-012-2960a43d,demo-012-2960a43d:p001,1,2026-06-09T05:04:18.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,plan,cli,2.1.85,claude-fable-5,340,4,2,end_turn,Commit the changes and push the branch
demo-012-2960a43d,demo-012-2960a43d:p002,2,2026-06-09T05:39:18.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,plan,vscode,2.1.90,claude-opus-4-8,1087,6,2,end_turn,Is there a way to stream large CSVs in pandas?
demo-012-2960a43d,demo-012-2960a43d:p003,3,2026-06-09T05:51:18.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,cli,2.1.90,claude-sonnet-4-6,2090,1,6,end_turn,Same as yesterday but for the staging tenant
demo-012-2960a43d,demo-012-2960a43d:p004,4,2026-06-09T05:57:18.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,cli,2.2.0,claude-fable-5,3211,7,6,end_turn,How should we structure the multi-tenant migration?
demo-012-2960a43d,demo-012-2960a43d:p005,5,2026-06-09T06:29:18.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,plan,cli,2.1.85,claude-opus-4-8,1735,2,1,tool_use,ok go ahead
demo-012-2960a43d,demo-012-2960a43d:p006,6,2026-06-09T06:41:18.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,vscode,2.1.85,claude-sonnet-4-6,1643,1,1,tool_use,What's the difference between cache_read and cache_write billing?
demo-012-2960a43d,demo-012-2960a43d:p007,7,2026-06-09T06:47:18.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,vscode,2.1.85,claude-opus-4-8,3084,2,15,end_turn,Design the data model for the new billing module
demo-012-2960a43d,demo-012-2960a43d:p008,8,2026-06-09T07:06:18.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,plan,cli,2.1.90,claude-opus-4-8,2904,5,2,end_turn,"The dashboard crashes with a tz-naive vs tz-aware error, fix it"
demo-012-2960a43d,demo-012-2960a43d:p009,9,2026-06-09T07:16:18.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,plan,cli,2.1.85,claude-opus-4-8,3847,5,6,tool_use,Wire the new settings page into the router
demo-012-2960a43d,demo-012-2960a43d:p010,10,2026-06-09T07:24:18.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,cli,2.1.90,claude-sonnet-4-6,266,3,12,max_tokens,Tests fail on Windows only — investigate the path handling
demo-012-2960a43d,demo-012-2960a43d:p011,11,2026-06-09T07:57:18.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,cli,2.1.90,claude-sonnet-4-6,1152,4,10,tool_use,Design the data model for the new billing module
demo-012-2960a43d,demo-012-2960a43d:p012,12,2026-06-09T08:31:18.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,cli,2.1.90,claude-sonnet-4-6,831,2,0,max_tokens,Update the README and the changelog for the release
demo-012-2960a43d,demo-012-2960a43d:p013,13,2026-06-09T08:37:18.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,plan,cli,2.2.0,claude-opus-4-8,1416,7,9,end_turn,Design the data model for the new billing module
demo-012-2960a43d,demo-012-2960a43d:p014,14,2026-06-09T09:15:18.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,cli,2.1.90,claude-sonnet-4-6,484,2,4,end_turn,Does uv lock pin transitive dependencies?
demo-012-2960a43d,demo-012-2960a43d:p015,15,2026-06-09T09:17:18.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,plan,cli,2.1.90,claude-sonnet-4-6,516,2,2,end_turn,Commit the changes and push the branch
demo-012-2960a43d,demo-012-2960a43d:p016,16,2026-06-09T09:46:18.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,vscode,2.2.0,claude-haiku-4-5,562,3,0,max_tokens,Wire the new settings page into the router
demo-013-b9eb2f85,demo-013-b9eb2f85:p001,1,2026-05-30T06:04:18.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,cli,2.2.0,claude-sonnet-4-6,451,6,1,end_turn,Why does the nightly job double-count rows?
demo-013-b9eb2f85,demo-013-b9eb2f85:p002,2,2026-05-30T06:25:18.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,cli,2.2.0,claude-sonnet-4-6,972,3,2,max_tokens,Design the data model for the new billing module
demo-013-b9eb2f85,demo-013-b9eb2f85:p003,3,2026-05-30T06:51:18.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,cli,2.1.90,claude-sonnet-4-6,3356,6,16,tool_use,Design the data model for the new billing module
demo-013-b9eb2f85,demo-013-b9eb2f85:p004,4,2026-05-30T07:26:18.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,plan,cli,2.2.0,claude-haiku-4-5,545,4,1,end_turn,Split the god-object service into focused classes
demo-013-b9eb2f85,demo-013-b9eb2f85:p005,5,2026-05-30T07:37:18.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,cli,2.1.90,claude-haiku-4-5,1652,3,8,end_turn,Deploy to staging and run the smoke script
demo-013-b9eb2f85,demo-013-b9eb2f85:p006,6,2026-05-30T08:01:18.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,plan,cli,2.2.0,claude-opus-4-8,3118,6,9,end_turn,Tests fail on Windows only — investigate the path handling
demo-013-b9eb2f85,demo-013-b9eb2f85:p007,7,2026-05-30T08:20:18.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,vscode,2.1.90,claude-opus-4-8,875,2,6,end_turn,How should we structure the multi-tenant migration?
demo-013-b9eb2f85,demo-013-b9eb2f85:p008,8,2026-05-30T08:52:18.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,plan,vscode,2.2.0,claude-haiku-4-5,652,1,3,end_turn,Commit the changes and push the branch
demo-013-b9eb2f85,demo-013-b9eb2f85:p009,9,2026-05-30T08:54:18.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,cli,2.1.85,claude-opus-4-8,2445,3,3,end_turn,What's the difference between cache_read and cache_write billing?
demo-013-b9eb2f85,demo-013-b9eb2f85:p010,10,2026-05-30T09:03:18.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,cli,2.2.0,claude-haiku-4-5,155,2,4,end_turn,"Here are my notes from the standup, keep them in mind"
demo-013-b9eb2f85,demo-013-b9eb2f85:p011,11,2026-05-30T09:34:18.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,plan,cli,2.1.90,claude-haiku-4-5,995,1,3,end_turn,anglais
demo-013-b9eb2f85,demo-013-b9eb2f85:p012,12,2026-05-30T09:53:18.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,plan,cli,2.1.85,claude-haiku-4-5,1561,4,7,end_turn,Write docstrings for the public analytics helpers
demo-013-b9eb2f85,demo-013-b9eb2f85:p013,13,2026-05-30T10:01:18.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,plan,vscode,2.1.85,claude-sonnet-4-6,735,1,5,end_turn,Write docstrings for the public analytics helpers
demo-014-dfa0e9f1,demo-014-dfa0e9f1:p001,1,2026-04-03T21:17:29.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,vscode,2.1.85,claude-fable-5,2049,4,2,end_turn,Implement the CSV export endpoint with pagination
demo-014-dfa0e9f1,demo-014-dfa0e9f1:p002,2,2026-04-03T21:32:29.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,vscode,2.2.0,claude-haiku-4-5,875,2,0,end_turn,What's the difference between cache_read and cache_write billing?
demo-014-dfa0e9f1,demo-014-dfa0e9f1:p003,3,2026-04-03T21:49:29.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.1.90,claude-haiku-4-5,1784,4,8,end_turn,Same as yesterday but for the staging tenant
demo-014-dfa0e9f1,demo-014-dfa0e9f1:p004,4,2026-04-03T21:58:29.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,plan,cli,2.1.90,claude-opus-4-8,4246,4,11,max_tokens,Tests fail on Windows only — investigate the path handling
demo-014-dfa0e9f1,demo-014-dfa0e9f1:p005,5,2026-04-03T22:26:29.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,plan,cli,2.1.85,claude-haiku-4-5,783,4,0,end_turn,Fais le merge de main et ouvre la PR
demo-014-dfa0e9f1,demo-014-dfa0e9f1:p006,6,2026-04-03T22:36:29.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,plan,cli,2.1.90,claude-haiku-4-5,1053,2,4,end_turn,Does uv lock pin transitive dependencies?
demo-014-dfa0e9f1,demo-014-dfa0e9f1:p007,7,2026-04-03T22:47:29.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.2.0,claude-opus-4-8,1649,4,7,end_turn,Audit the error handling in the export pipeline
demo-014-dfa0e9f1,demo-014-dfa0e9f1:p008,8,2026-04-03T23:20:29.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.1.90,claude-fable-5,1913,5,1,tool_use,Read PLAN.md and outline the steps to add the export pipeline
demo-014-dfa0e9f1,demo-014-dfa0e9f1:p009,9,2026-04-03T23:24:29.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,vscode,2.2.0,claude-haiku-4-5,209,2,3,end_turn,Deploy to staging and run the smoke script
demo-014-dfa0e9f1,demo-014-dfa0e9f1:p010,10,2026-04-04T00:00:29.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.1.90,claude-sonnet-4-6,2202,3,4,end_turn,"The dashboard crashes with a tz-naive vs tz-aware error, fix it"
demo-014-dfa0e9f1,demo-014-dfa0e9f1:p011,11,2026-04-04T00:13:29.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.1.85,claude-opus-4-8,5636,7,20,end_turn,Vérifie que les totaux collent avec la facture
demo-014-dfa0e9f1,demo-014-dfa0e9f1:p012,12,2026-04-04T00:43:29.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,plan,cli,2.1.85,claude-sonnet-4-6,3261,2,9,end_turn,Review the diff before I open the PR
demo-015-8fc82e35,demo-015-8fc82e35:p001,1,2026-03-14T04:41:00.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,vscode,2.1.85,claude-opus-4-8,1521,2,1,max_tokens,Fais le merge de main et ouvre la PR
demo-015-8fc82e35,demo-015-8fc82e35:p002,2,2026-03-14T05:17:00.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,vscode,2.1.85,claude-opus-4-8,1050,1,1,end_turn,continue with option 2
demo-015-8fc82e35,demo-015-8fc82e35:p003,3,2026-03-14T05:52:00.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.1.90,claude-sonnet-4-6,1606,1,4,tool_use,Same as yesterday but for the staging tenant
demo-015-8fc82e35,demo-015-8fc82e35:p004,4,2026-03-14T06:29:00.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.1.90,claude-sonnet-4-6,94,2,1,tool_use,continue with option 2
demo-015-8fc82e35,demo-015-8fc82e35:p005,5,2026-03-14T07:02:00.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,vscode,2.2.0,claude-opus-4-8,1319,7,2,max_tokens,"The dashboard crashes with a tz-naive vs tz-aware error, fix it"
demo-015-8fc82e35,demo-015-8fc82e35:p006,6,2026-03-14T07:21:00.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.1.90,claude-opus-4-8,2675,2,3,max_tokens,What's the difference between cache_read and cache_write billing?
demo-015-8fc82e35,demo-015-8fc82e35:p007,7,2026-03-14T07:58:00.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.1.90,claude-haiku-4-5,145,1,1,tool_use,oui vas y
demo-015-8fc82e35,demo-015-8fc82e35:p008,8,2026-03-14T08:23:00.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,vscode,2.1.85,claude-sonnet-4-6,553,1,7,end_turn,oui vas y
demo-015-8fc82e35,demo-015-8fc82e35:p009,9,2026-03-14T08:54:00.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,cli,2.1.85,claude-haiku-4-5,2675,3,11,end_turn,Same as yesterday but for the staging tenant
demo-015-8fc82e35,demo-015-8fc82e35:p010,10,2026-03-14T09:33:00.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.1.85,claude-haiku-4-5,2304,5,3,end_turn,Fais le merge de main et ouvre la PR
demo-016-f10087cf,demo-016-f10087cf:p001,1,2026-03-05T22:16:25.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,cli,2.1.85,claude-haiku-4-5,5853,2,19,tool_use,Tests fail on Windows only — investigate the path handling
demo-016-f10087cf,demo-016-f10087cf:p002,2,2026-03-05T22:29:25.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,vscode,2.1.85,claude-sonnet-4-6,2321,2,8,end_turn,How should we structure the multi-tenant migration?
demo-016-f10087cf,demo-016-f10087cf:p003,3,2026-03-05T22:37:25.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,cli,2.2.0,claude-opus-4-8,1454,4,13,end_turn,Tests fail on Windows only — investigate the path handling
demo-016-f10087cf,demo-016-f10087cf:p004,4,2026-03-05T23:08:25.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,plan,cli,2.1.85,claude-haiku-4-5,2351,5,1,end_turn,Met à jour le fichier de status avant de fermer
demo-016-f10087cf,demo-016-f10087cf:p005,5,2026-03-05T23:31:25.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,plan,cli,2.2.0,claude-opus-4-8,2862,6,18,tool_use,Wire the new settings page into the router
demo-016-f10087cf,demo-016-f10087cf:p006,6,2026-03-06T00:06:25.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,cli,2.1.90,claude-sonnet-4-6,2480,6,4,max_tokens,Design the data model for the new billing module
demo-016-f10087cf,demo-016-f10087cf:p007,7,2026-03-06T00:30:25.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,cli,2.2.0,claude-sonnet-4-6,735,3,4,end_turn,What's the difference between cache_read and cache_write billing?
demo-016-f10087cf,demo-016-f10087cf:p008,8,2026-03-06T00:45:25.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,plan,vscode,2.2.0,claude-haiku-4-5,102,1,2,end_turn,Update the README and the changelog for the release
demo-017-4f15148f,demo-017-4f15148f:p001,1,2026-05-27T05:10:04.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,plan,vscode,2.2.0,claude-fable-5,1583,5,5,end_turn,What's the difference between cache_read and cache_write billing?
demo-017-4f15148f,demo-017-4f15148f:p002,2,2026-05-27T05:27:04.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,plan,vscode,2.1.85,claude-opus-4-8,1676,2,3,tool_use,Is there a way to stream large CSVs in pandas?
demo-017-4f15148f,demo-017-4f15148f:p003,3,2026-05-27T05:39:04.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,vscode,2.1.90,claude-opus-4-8,466,1,11,end_turn,Relance les tests d'intégration et regarde les régressions
demo-017-4f15148f,demo-017-4f15148f:p004,4,2026-05-27T06:18:04.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,cli,2.2.0,claude-opus-4-8,2191,2,5,end_turn,What's the difference between cache_read and cache_write billing?
demo-017-4f15148f,demo-017-4f15148f:p005,5,2026-05-27T06:45:04.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,vscode,2.2.0,claude-opus-4-8,1866,4,6,end_turn,Is there a way to stream large CSVs in pandas?
demo-017-4f15148f,demo-017-4f15148f:p006,6,2026-05-27T06:59:04.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,vscode,2.1.90,claude-sonnet-4-6,611,2,5,end_turn,Write docstrings for the public analytics helpers
demo-018-48b2c8a5,demo-018-48b2c8a5:p001,1,2025-12-25T02:16:56.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,cli,2.1.90,claude-opus-4-8,5631,3,7,max_tokens,Vérifie que les totaux collent avec la facture
demo-018-48b2c8a5,demo-018-48b2c8a5:p002,2,2025-12-25T02:41:56.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,vscode,2.1.85,claude-fable-5,2287,5,12,tool_use,"The dashboard crashes with a tz-naive vs tz-aware error, fix it"
demo-018-48b2c8a5,demo-018-48b2c8a5:p003,3,2025-12-25T03:16:56.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,cli,2.2.0,claude-opus-4-8,1419,3,6,end_turn,Why does the nightly job double-count rows?
demo-018-48b2c8a5,demo-018-48b2c8a5:p004,4,2025-12-25T03:32:56.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,plan,cli,2.1.85,claude-sonnet-4-6,317,4,2,max_tokens,Is there a way to stream large CSVs in pandas?
demo-018-48b2c8a5,demo-018-48b2c8a5:p005,5,2025-12-25T04:00:56.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,cli,2.2.0,claude-haiku-4-5,161,4,2,end_turn,Does uv lock pin transitive dependencies?
demo-018-48b2c8a5,demo-018-48b2c8a5:p006,6,2025-12-25T04:23:56.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,vscode,2.2.0,claude-haiku-4-5,488,2,2,end_turn,anglais
demo-018-48b2c8a5,demo-018-48b2c8a5:p007,7,2025-12-25T04:33:56.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,cli,2.2.0,claude-haiku-4-5,4748,2,13,end_turn,Refactor the parser into a streaming single pass
demo-018-48b2c8a5,demo-018-48b2c8a5:p008,8,2025-12-25T05:00:56.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,plan,cli,2.1.90,claude-haiku-4-5,2743,1,0,end_turn,Write docstrings for the public analytics helpers
demo-018-48b2c8a5,demo-018-48b2c8a5:p009,9,2025-12-25T05:36:56.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,vscode,2.2.0,claude-haiku-4-5,1802,2,6,end_turn,Wire the new settings page into the router
demo-019-158f03c8,demo-019-158f03c8:p001,1,2026-04-30T09:02:11.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,vscode,2.2.0,claude-opus-4-8,1971,2,6,end_turn,Does uv lock pin transitive dependencies?
demo-019-158f03c8,demo-019-158f03c8:p002,2,2026-04-30T09:11:11.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,plan,cli,2.2.0,claude-sonnet-4-6,258,3,6,tool_use,Add unit tests for the quota parser edge cases
demo-019-158f03c8,demo-019-158f03c8:p003,3,2026-04-30T09:23:11.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,plan,cli,2.2.0,claude-sonnet-4-6,2250,2,11,max_tokens,Relance les tests d'intégration et regarde les régressions
demo-020-0164b3ae,demo-020-0164b3ae:p001,1,2026-01-19T08:51:34.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,vscode,2.1.85,claude-fable-5,964,5,7,tool_use,Add unit tests for the quota parser edge cases
demo-020-0164b3ae,demo-020-0164b3ae:p002,2,2026-01-19T09:19:34.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,vscode,2.2.0,claude-opus-4-8,230,2,1,end_turn,Is there a way to stream large CSVs in pandas?
demo-020-0164b3ae,demo-020-0164b3ae:p003,3,2026-01-19T09:34:34.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,vscode,2.2.0,claude-haiku-4-5,719,3,0,end_turn,"Here are my notes from the standup, keep them in mind"
demo-020-0164b3ae,demo-020-0164b3ae:p004,4,2026-01-19T09:48:34.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,vscode,2.1.90,claude-opus-4-8,1926,3,1,end_turn,Same as yesterday but for the staging tenant
demo-020-0164b3ae,demo-020-0164b3ae:p005,5,2026-01-19T09:50:34.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.1.85,claude-sonnet-4-6,4473,1,7,max_tokens,Add the retry decorator to the API client
demo-020-0164b3ae,demo-020-0164b3ae:p006,6,2026-01-19T10:16:34.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,vscode,2.1.85,claude-fable-5,2731,1,9,tool_use,Why does the nightly job double-count rows?
demo-020-0164b3ae,demo-020-0164b3ae:p007,7,2026-01-19T10:44:34.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,vscode,2.2.0,claude-fable-5,183,3,3,end_turn,"The dashboard crashes with a tz-naive vs tz-aware error, fix it"
demo-020-0164b3ae,demo-020-0164b3ae:p008,8,2026-01-19T11:21:34.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,cli,2.1.85,claude-haiku-4-5,1691,8,9,end_turn,Review the diff before I open the PR
demo-020-0164b3ae,demo-020-0164b3ae:p009,9,2026-01-19T11:29:34.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,vscode,2.2.0,claude-opus-4-8,4587,1,14,end_turn,Audit the error handling in the export pipeline
demo-021-7ab39286,demo-021-7ab39286:p001,1,2026-06-08T05:32:02.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,vscode,2.1.85,claude-opus-4-8,1915,5,7,end_turn,Does uv lock pin transitive dependencies?
demo-021-7ab39286,demo-021-7ab39286:p002,2,2026-06-08T06:00:02.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,cli,2.1.90,claude-sonnet-4-6,4402,4,8,end_turn,Audit the error handling in the export pipeline
demo-021-7ab39286,demo-021-7ab39286:p003,3,2026-06-08T06:32:02.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,plan,vscode,2.1.85,claude-opus-4-8,3513,4,11,end_turn,Wire the new settings page into the router
demo-021-7ab39286,demo-021-7ab39286:p004,4,2026-06-08T06:51:02.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,cli,2.1.85,claude-haiku-4-5,1247,1,1,end_turn,What's the difference between cache_read and cache_write billing?
demo-021-7ab39286,demo-021-7ab39286:p005,5,2026-06-08T07:18:02.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,cli,2.2.0,claude-fable-5,2713,5,7,end_turn,Read PLAN.md and outline the steps to add the export pipeline
demo-021-7ab39286,demo-021-7ab39286:p006,6,2026-06-08T07:51:02.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,vscode,2.1.90,claude-opus-4-8,377,5,11,max_tokens,Audit the error handling in the export pipeline
